split,utterance_id,text,token,source,offset
train,train-YH-868_SP06_0204448_0205774-0033d1970561,mɛMdɔH ɦɛMmɛF tæMbɛF tsɨMwuMpɔMjɛM,˧,M,24
train,train-YH-868_SP06_0204448_0205774-0033d1970561,mɛMdɔH ɦɛMmɛF tæMbɛF tsɨMwuMpɔMjɛM,˧,M,27
train,train-YH-868_SP06_0204448_0205774-0033d1970561,mɛMdɔH ɦɛMmɛF tæMbɛF tsɨMwuMpɔMjɛM,˧,M,30
train,train-YH-868_SP06_0204448_0205774-0033d1970561,mɛMdɔH ɦɛMmɛF tæMbɛF tsɨMwuMpɔMjɛM,˧,M,33
train,train-YH-999_SP07_0413919_0414865-c133a9be9a74,tɕʰwæMpuMtuH,˧,M,5
train,train-YH-999_SP07_0413919_0414865-c133a9be9a74,tɕʰwæMpuMtuH,˧,M,8
train,train-YH-999_SP07_0413919_0414865-c133a9be9a74,tɕʰwæMpuMtuH,˥,H,11
train,train-YH-999_SP07_4152773_4153724-9393b3c20073,tɕəwR tʂɨMkʰwajF tɕəwMjawM,˧,R,4
train,train-YH-999_SP07_4152773_4153724-9393b3c20073,tɕəwR tʂɨMkʰwajF tɕəwMjawM,˥,R,4
train,train-YH-999_SP07_4152773_4153724-9393b3c20073,tɕəwR tʂɨMkʰwajF tɕəwMjawM,˧,M,9
train,train-YH-999_SP07_4152773_4153724-9393b3c20073,tɕəwR tʂɨMkʰwajF tɕəwMjawM,˥,F,15
train,train-YH-999_SP07_4152773_4153724-9393b3c20073,tɕəwR tʂɨMkʰwajF tɕəwMjawM,˧,F,15
train,train-YH-999_SP07_4152773_4153724-9393b3c20073,tɕəwR tʂɨMkʰwajF tɕəwMjawM,˧,M,21
train,train-YH-999_SP07_4152773_4153724-9393b3c20073,tɕəwR tʂɨMkʰwajF tɕəwMjawM,˧,M,25
train,train-YH-868_SP06_1207054_1207654-d8d13a41c2e2,aMsaŋMji3,˧,M,1
train,train-YH-868_SP06_1207054_1207654-d8d13a41c2e2,aMsaŋMji3,˧,M,5
train,train-YH-868_SP06_1207054_1207654-d8d13a41c2e2,aMsaŋMji3,˧,3,8
train,train-YH-868_SP04_3732096_3732834-30df648b0090,tsɨFtəM tɔM maMjɛR,˥,F,3
train,train-YH-868_SP04_3732096_3732834-30df648b0090,tsɨFtəM tɔM maMjɛR,˧,F,3
train,train-YH-868_SP04_3732096_3732834-30df648b0090,tsɨFtəM tɔM maMjɛR,˧,M,6
train,train-YH-868_SP04_3732096_3732834-30df648b0090,tsɨFtəM tɔM maMjɛR,˧,M,10
train,train-YH-868_SP04_3732096_3732834-30df648b0090,tsɨFtəM tɔM maMjɛR,˧,M,14
train,train-YH-868_SP04_3732096_3732834-30df648b0090,tsɨFtəM tɔM maMjɛR,˧,R,17
train,train-YH-868_SP04_3732096_3732834-30df648b0090,tsɨFtəM tɔM maMjɛR,˥,R,17
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,N,N,4
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˧,M,5
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˧,M,8
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˧,M,11
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˥,F,15
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˧,F,15
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˧,M,18
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˧,M,23
train,train-YH-999_SP07_5985165_5986246-467fe3220c60,tʂʰəNMtuMlɔM hɛFkæM ɦəɹMkəɹM,˧,M,27
train,train-YH-868_SP06_3172063_3173426-884d380a7bee,tɕiMtʂʰəwMtsuMtɕʰiHnæMjɛM,˧,M,3
train,train-YH-868_SP06_3172063_3173426-884d380a7bee,tɕiMtʂʰəwMtsuMtɕʰiHnæMjɛM,˧,M,9
train,train-YH-868_SP06_3172063_3173426-884d380a7bee,tɕiMtʂʰəwMtsuMtɕʰiHnæMjɛM,˧,M,13
train,train-YH-868_SP06_3172063_3173426-884d380a7bee,tɕiMtʂʰəwMtsuMtɕʰiHnæMjɛM,˥,H,18
train,train-YH-868_SP06_3172063_3173426-884d380a7bee,tɕiMtʂʰəwMtsuMtɕʰiHnæMjɛM,˧,M,21
train,train-YH-868_SP06_3172063_3173426-884d380a7bee,tɕiMtʂʰəwMtsuMtɕʰiHnæMjɛM,˧,M,24
train,train-YH-999_SP08_2347041_2347876-25303a06fda6,saŋFnjæMwuMnaM tɕəwR,˥,F,3
train,train-YH-999_SP08_2347041_2347876-25303a06fda6,saŋFnjæMwuMnaM tɕəwR,˧,F,3
train,train-YH-999_SP08_2347041_2347876-25303a06fda6,saŋFnjæMwuMnaM tɕəwR,˧,M,7
train,train-YH-999_SP08_2347041_2347876-25303a06fda6,saŋFnjæMwuMnaM tɕəwR,˧,M,10
train,train-YH-999_SP08_2347041_2347876-25303a06fda6,saŋFnjæMwuMnaM tɕəwR,˧,M,13
train,train-YH-999_SP08_2347041_2347876-25303a06fda6,saŋFnjæMwuMnaM tɕəwR,˧,R,19
train,train-YH-999_SP08_2347041_2347876-25303a06fda6,saŋFnjæMwuMnaM tɕəwR,˥,R,19
train,train-YH-999_SP08_2448867_2449595-7301d7544869,liMɕiM,˧,M,2
train,train-YH-999_SP08_2448867_2449595-7301d7544869,liMɕiM,˧,M,5
train,train-YH-999_SP07_5917382_5917992-4be6c18e42fd,tʰiFtəM tɕəwR,˥,F,3
train,train-YH-999_SP07_5917382_5917992-4be6c18e42fd,tʰiFtəM tɕəwR,˧,F,3
train,train-YH-999_SP07_5917382_5917992-4be6c18e42fd,tʰiFtəM tɕəwR,˧,M,6
train,train-YH-999_SP07_5917382_5917992-4be6c18e42fd,tʰiFtəM tɕəwR,˧,R,12
train,train-YH-999_SP07_5917382_5917992-4be6c18e42fd,tʰiFtəM tɕəwR,˥,R,12
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˥,F,2
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˧,F,2
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˧,M,5
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˥,F,10
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˧,F,10
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˧,M,14
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˧,M,18
train,train-YH-868_SP06_0843838_0845057-3f92170db646,həFtəM tʰiF ɦɛMzujMjiM,˧,M,21
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˥,F,3
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,F,3
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,M,8
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˥,F,12
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,F,12
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,M,16
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,M,19
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˥,F,22
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,F,22
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,M,26
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,M,29
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˥,F,32
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,F,32
train,train-YH-868_SP04_2661723_2663142-d64dba348b1c,tsɛFtɕəwMtʰiF ɦəMzəMtɛF ɦəMzəMtɛFnæM,˧,M,35
train,train-YH-999_SP08_0249435_0250037-45833cc1a0eb,əNM,N,N,1
train,train-YH-999_SP08_0249435_0250037-45833cc1a0eb,əNM,˧,M,2
train,train-YH-999_SP07_5214641_5215050-802c6f839cfa,tiMɦəɹM,˧,M,2
train,train-YH-999_SP07_5214641_5215050-802c6f839cfa,tiMɦəɹM,˧,M,6
train,train-YH-999_SP07_4115042_4116153-4f8b3d597a8f,tʂəɹR jiMkəM jæMtʂʰuNM,˧,R,4
train,train-YH-999_SP07_4115042_4116153-4f8b3d597a8f,tʂəɹR jiMkəM jæMtʂʰuNM,˥,R,4
train,train-YH-999_SP07_4115042_4116153-4f8b3d597a8f,tʂəɹR jiMkəM jæMtʂʰuNM,˧,M,8
train,train-YH-999_SP07_4115042_4116153-4f8b3d597a8f,tʂəɹR jiMkəM jæMtʂʰuNM,˧,M,11
train,train-YH-999_SP07_4115042_4116153-4f8b3d597a8f,tʂəɹR jiMkəM jæMtʂʰuNM,˧,M,15
train,train-YH-999_SP07_4115042_4116153-4f8b3d597a8f,tʂəɹR jiMkəM jæMtʂʰuNM,N,N,20
train,train-YH-999_SP07_4115042_4116153-4f8b3d597a8f,tʂəɹR jiMkəM jæMtʂʰuNM,˧,M,21
train,train-YH-758_SP01_2328702_2329161-9e3209685cef,liMɕɛjM,˧,M,2
train,train-YH-758_SP01_2328702_2329161-9e3209685cef,liMɕɛjM,˧,M,6
train,train-YH-758_SP02_1532389_1532970-8d9a92e63c42,əNM,N,N,1
train,train-YH-758_SP02_1532389_1532970-8d9a92e63c42,əNM,˧,M,2
train,train-YH-999_SP07_1751512_1752281-eace3f47f741,uNF tʂwaŋMməNM,N,N,1
train,train-YH-999_SP07_1751512_1752281-eace3f47f741,uNF tʂwaŋMməNM,˥,F,2
train,train-YH-999_SP07_1751512_1752281-eace3f47f741,uNF tʂwaŋMməNM,˧,F,2
train,train-YH-999_SP07_1751512_1752281-eace3f47f741,uNF tʂwaŋMməNM,˧,M,9
train,train-YH-999_SP07_1751512_1752281-eace3f47f741,uNF tʂwaŋMməNM,N,N,12
train,train-YH-999_SP07_1751512_1752281-eace3f47f741,uNF tʂwaŋMməNM,˧,M,13
train,train-YH-999_SP07_0268160_0269017-cff3796eced8,tɕiMkɔŋMjwæM,˧,M,3
train,train-YH-999_SP07_0268160_0269017-cff3796eced8,tɕiMkɔŋMjwæM,˧,M,7
train,train-YH-999_SP07_0268160_0269017-cff3796eced8,tɕiMkɔŋMjwæM,˧,M,11
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˧,M,3
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˧,M,6
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˧,M,10
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˧,M,14
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˥,F,19
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˧,F,19
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˧,M,22
train,train-YH-999_SP07_3773009_3773957-00cef798b199,kwaMlɔM jɔMhəwM tsɨFkɨM tsəwM,˧,M,28
train,train-YH-999_SP07_3101414_3101997-0fd90a19aecc,tɕʰjawMtsɨF,˧,M,6
train,train-YH-999_SP07_3101414_3101997-0fd90a19aecc,tɕʰjawMtsɨF,˥,F,10
train,train-YH-999_SP07_3101414_3101997-0fd90a19aecc,tɕʰjawMtsɨF,˧,F,10
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,˧,M,2
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,˥,H,6
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,N,N,10
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,˥,F,11
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,˧,F,11
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,˧,M,15
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,˧,M,18
train,train-YH-758_SP03_0032922_0034043-2ffa85d470ab,taMnjæH niNFtsuMkiMtɕjaM,˧,M,23
train,train-YH-758_SP01_1194588_1195457-3a283be4eb95,zuR ɦəɹHpuMləɹMnæM,˧,R,2
train,train-YH-758_SP01_1194588_1195457-3a283be4eb95,zuR ɦəɹHpuMləɹMnæM,˥,R,2
train,train-YH-758_SP01_1194588_1195457-3a283be4eb95,zuR ɦəɹHpuMləɹMnæM,˥,H,7
train,train-YH-758_SP01_1194588_1195457-3a283be4eb95,zuR ɦəɹHpuMləɹMnæM,˧,M,10
train,train-YH-758_SP01_1194588_1195457-3a283be4eb95,zuR ɦəɹHpuMləɹMnæM,˧,M,14
train,train-YH-758_SP01_1194588_1195457-3a283be4eb95,zuR ɦəɹHpuMləɹMnæM,˧,M,17
train,train-YH-999_SP07_0917286_0917689-83a0f760015d,aM,˧,M,1
train,train-YH-999_SP07_3963366_3964428-6b29ebd26dd8,tʰɛFkiMtʰaM ɦɛMɕyMkiM,˥,F,3
train,train-YH-999_SP07_3963366_3964428-6b29ebd26dd8,tʰɛFkiMtʰaM ɦɛMɕyMkiM,˧,F,3
train,train-YH-999_SP07_3963366_3964428-6b29ebd26dd8,tʰɛFkiMtʰaM ɦɛMɕyMkiM,˧,M,6
train,train-YH-999_SP07_3963366_3964428-6b29ebd26dd8,tʰɛFkiMtʰaM ɦɛMɕyMkiM,˧,M,10
train,train-YH-999_SP07_3963366_3964428-6b29ebd26dd8,tʰɛFkiMtʰaM ɦɛMɕyMkiM,˧,M,14
train,train-YH-999_SP07_3963366_3964428-6b29ebd26dd8,tʰɛFkiMtʰaM ɦɛMɕyMkiM,˧,M,17
train,train-YH-999_SP07_3963366_3964428-6b29ebd26dd8,tʰɛFkiMtʰaM ɦɛMɕyMkiM,˧,M,20
train,train-YH-868_SP04_3096536_3097383-69cf7d4b28e0,tɛMɕiMkaRjæM,˧,M,2
train,train-YH-868_SP04_3096536_3097383-69cf7d4b28e0,tɛMɕiMkaRjæM,˧,M,5
train,train-YH-868_SP04_3096536_3097383-69cf7d4b28e0,tɛMɕiMkaRjæM,˧,R,8
train,train-YH-868_SP04_3096536_3097383-69cf7d4b28e0,tɛMɕiMkaRjæM,˥,R,8
train,train-YH-868_SP04_3096536_3097383-69cf7d4b28e0,tɛMɕiMkaRjæM,˧,M,11
train,train-YH-999_SP07_4082900_4083417-1e40535ce209,ʂɨMtʰjawM,˧,M,2
train,train-YH-999_SP07_4082900_4083417-1e40535ce209,ʂɨMtʰjawM,˧,M,8
train,train-YH-999_SP07_0728670_0729607-f68918e38d28,tjawMʂujFkajM wuMjɛM,˧,M,4
train,train-YH-999_SP07_0728670_0729607-f68918e38d28,tjawMʂujFkajM wuMjɛM,˥,F,8
train,train-YH-999_SP07_0728670_0729607-f68918e38d28,tjawMʂujFkajM wuMjɛM,˧,F,8
train,train-YH-999_SP07_0728670_0729607-f68918e38d28,tjawMʂujFkajM wuMjɛM,˧,M,12
train,train-YH-999_SP07_0728670_0729607-f68918e38d28,tjawMʂujFkajM wuMjɛM,˧,M,16
train,train-YH-999_SP07_0728670_0729607-f68918e38d28,tjawMʂujFkajM wuMjɛM,˧,M,19
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˧,M,2
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˥,F,5
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˧,F,5
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,N,N,11
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˥,H,12
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˧,M,18
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˥,H,22
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˧,M,27
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˧,M,31
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˥,F,34
train,train-YH-868_SP04_1754735_1755952-417061f69670,ɦɛMmɛF tɕʰiNHtsʰwaM fæHtʂənM hɛMlɛF,˧,F,34
train,train-YH-868_SP04_1918585_1919464-120646f59c30,aF əMsɨMmɛjH tɕəwR,˥,F,1
train,train-YH-868_SP04_1918585_1919464-120646f59c30,aF əMsɨMmɛjH tɕəwR,˧,F,1
train,train-YH-868_SP04_1918585_1919464-120646f59c30,aF əMsɨMmɛjH tɕəwR,˧,M,4
train,train-YH-868_SP04_1918585_1919464-120646f59c30,aF əMsɨMmɛjH tɕəwR,˧,M,7
train,train-YH-868_SP04_1918585_1919464-120646f59c30,aF əMsɨMmɛjH tɕəwR,˥,H,11
train,train-YH-868_SP04_1918585_1919464-120646f59c30,aF əMsɨMmɛjH tɕəwR,˧,R,17
train,train-YH-868_SP04_1918585_1919464-120646f59c30,aF əMsɨMmɛjH tɕəwR,˥,R,17
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,1
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,4
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,7
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,15
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˥,H,19
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,23
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,29
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,33
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,38
train,train-YH-868_SP06_1562655_1563896-2c87e0978c2b,aMwuMnæM tɕʰjawMɕjæHtʰiM tɕjæMtsɨM hujMnæM,˧,M,41
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˥,F,2
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˧,F,2
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˧,M,6
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˧,M,9
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˥,F,12
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˧,F,12
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˧,M,16
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˧,M,20
train,train-YH-999_SP07_5791633_5792698-150c5ce13b39,kɨF təMzɨMtaF mɛMtɕiMjiM,˧,M,23
train,train-YH-758_SP01_2875117_2876085-5c580d3830cb,ʂajM tʰaMwaMkɛjF tsʰajR,˧,M,3
train,train-YH-758_SP01_2875117_2876085-5c580d3830cb,ʂajM tʰaMwaMkɛjF tsʰajR,˧,M,8
train,train-YH-758_SP01_2875117_2876085-5c580d3830cb,ʂajM tʰaMwaMkɛjF tsʰajR,˧,M,11
train,train-YH-758_SP01_2875117_2876085-5c580d3830cb,ʂajM tʰaMwaMkɛjF tsʰajR,˥,F,15
train,train-YH-758_SP01_2875117_2876085-5c580d3830cb,ʂajM tʰaMwaMkɛjF tsʰajR,˧,F,15
train,train-YH-758_SP01_2875117_2876085-5c580d3830cb,ʂajM tʰaMwaMkɛjF tsʰajR,˧,R,22
train,train-YH-758_SP01_2875117_2876085-5c580d3830cb,ʂajM tʰaMwaMkɛjF tsʰajR,˥,R,22
train,train-YH-999_SP08_4624488_4625017-172c749be596,pɛMtɕɛjF,˧,M,2
train,train-YH-999_SP08_4624488_4625017-172c749be596,pɛMtɕɛjF,˥,F,7
train,train-YH-999_SP08_4624488_4625017-172c749be596,pɛMtɕɛjF,˧,F,7
train,train-YH-999_SP08_0997194_0997750-a6212deade82,əNM,N,N,1
train,train-YH-999_SP08_0997194_0997750-a6212deade82,əNM,˧,M,2
train,train-YH-999_SP07_6690208_6690793-7db2a5a97e5d,aF,˥,F,1
train,train-YH-999_SP07_6690208_6690793-7db2a5a97e5d,aF,˧,F,1
train,train-YH-758_SP01_1382895_1383322-da38637dc370,tsɛF tɕɛjR tsɨFtəM,˥,F,3
train,train-YH-758_SP01_1382895_1383322-da38637dc370,tsɛF tɕɛjR tsɨFtəM,˧,F,3
train,train-YH-758_SP01_1382895_1383322-da38637dc370,tsɛF tɕɛjR tsɨFtəM,˧,R,9
train,train-YH-758_SP01_1382895_1383322-da38637dc370,tsɛF tɕɛjR tsɨFtəM,˥,R,9
train,train-YH-758_SP01_1382895_1383322-da38637dc370,tsɛF tɕɛjR tsɨFtəM,˥,F,14
train,train-YH-758_SP01_1382895_1383322-da38637dc370,tsɛF tɕɛjR tsɨFtəM,˧,F,14
train,train-YH-758_SP01_1382895_1383322-da38637dc370,tsɛF tɕɛjR tsɨFtəM,˧,M,17
train,train-YH-868_SP04_2776379_2777252-e654d24421a2,miM awF sɨFtɛMtɕʰijM,˧,M,2
train,train-YH-868_SP04_2776379_2777252-e654d24421a2,miM awF sɨFtɛMtɕʰijM,˥,F,6
train,train-YH-868_SP04_2776379_2777252-e654d24421a2,miM awF sɨFtɛMtɕʰijM,˧,F,6
train,train-YH-868_SP04_2776379_2777252-e654d24421a2,miM awF sɨFtɛMtɕʰijM,˥,F,10
train,train-YH-868_SP04_2776379_2777252-e654d24421a2,miM awF sɨFtɛMtɕʰijM,˧,F,10
train,train-YH-868_SP04_2776379_2777252-e654d24421a2,miM awF sɨFtɛMtɕʰijM,˧,M,13
train,train-YH-868_SP04_2776379_2777252-e654d24421a2,miM awF sɨFtɛMtɕʰijM,˧,M,19
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˥,H,3
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˧,M,7
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˥,F,11
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˧,F,11
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˧,M,14
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˧,M,20
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˧,M,24
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˧,M,28
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˧,M,31
train,train-YH-868_SP06_0840895_0843022-97eb4fbba04b,saŋHnjæM həFtəM tʰjɛMljæMtsɨM aMpʰaŋFtʰaM tɕʰiMjiMtɕiM,˥,F,36
